IDEN;M0.75;M5;M120;M420;M1440
2800;69.33438986;26.74326466;17.82884311;9.904912837;4.952456418
2801;16.49505148;10.99670099;6.99790063;5.498350495;3.99880036
2802;61.37322593;46.02991945;26.85078634;19.1791331;11.50747986
2803;21.98461077;15.98880783;8.993704407;6.995103428;4.996502448
2804;54.05053399;45.58478771;28.65329513;22.1411826;14.97785882
2805;13.0234422;10.01803246;6.511721098;5.509917852;4.007212983
2806;16.76859341;12.82304202;6.904714934;5.918327086;4.438745315
2807;24.45842068;18.96775482;11.97963462;9.983028851;7.487271638
2808;18.20879417;10.79039655;6.743997842;6.069598058;4.720798489
2816;22.06896552;15.86206897;9.655172414;6.896551724;4.827586207
2825;17.3257236;12.22992254;7.134121484;6.114961272;4.076640848
2834;32.9;12;11;8;5
2867;67.77260773;60.69188752;51.58810439;43.49585272;36.41513251
2900;29.09893638;22.57676099;14.04776239;10.03411599;9.030704395
2933;15.43831387;10.06846557;5.369848302;4.698617264;3.356155189
2966;53.3;39.4;22.7;15.8;10.8
3067;55.22682446;37.47534517;21.69625247;15.7790927;10.84812623
3089;33.84912959;21.27659574;9.671179884;8.704061896;8.704061896
3111;43.24586978;26.23906706;8.746355685;6.316812439;3.887269193
3112;48.09619238;29.05811623;10.02004008;7.014028056;4.008016032
3113;45.94330401;27.37047898;8.797653959;5.865102639;3.421309873
3114;16.12903226;6.552419355;3.024193548;2.016129032;2.52016129
3115;23.57071214;8.52557673;4.012036108;3.009027081;2.507522568
3116;20.89407191;8.260447036;4.373177843;2.915451895;1.943634597
3117;18.61167002;12.57545272;7.54527163;6.539235412;4.527162978
3119;19.24975321;12.33958539;7.403751234;5.429417572;4.44225074
3121;20.58232932;12.5502008;7.02811245;5.522088353;4.016064257
3123;13.45962114;9.970089731;5.982053838;4.486540379;3.489531406
3125;14.58752515;11.06639839;7.042253521;5.533199195;4.527162978
3127;13.91650099;10.93439364;6.461232604;5.467196819;3.976143141
3177;49.90118577;44.46640316;30.63241107;24.20948617;17.78656126
3178;52.73631841;46.26865672;32.8358209;26.3681592;19.40298507
3179;46.7806841;40.7444668;28.67203219;22.63581489;16.59959759
3180;14.49275362;11.11111111;7.246376812;6.280193237;4.347826087
3183;18.3531746;11.9047619;6.944444444;4.96031746;3.472222222
3237;13.37958375;8.919722498;5.450941526;3.96432111;2.477700694
3259;63.97637795;48.22834646;25.59055118;14.76377953;8.858267717
3260;63.60078278;49.90215264;24.46183953;14.67710372;6.849315068
3261;62.6223092;48.92367906;25.44031311;16.63405088;8.806262231
3262;24.92522433;15.45363908;6.979062812;4.486540379;3.489531406
3263;36.28230616;24.35387674;9.940357853;6.461232604;3.976143141
3264;36.51115619;23.8336714;8.620689655;5.578093306;2.535496957
3297;37.59894459;11.21372032;3.957783641;2.638522427;0.659630607
3299;45.51539491;14.0562249;4.016064257;2.677376171;1.338688086
3301;43.56306892;13.65409623;4.55136541;3.250975293;1.300390117
3303;43.85964912;12.14574899;4.048582996;2.699055331;1.349527665
3321;44.84605087;14.0562249;3.346720214;2.008032129;1.338688086
3323;40.50464807;12.61620186;3.320053121;2.656042497;1.328021248
3325;40.61251664;11.9840213;2.663115846;2.663115846;1.331557923
3327;35.2393617;10.63829787;2.659574468;1.329787234;0.664893617
3345;38.88130969;11.59618008;3.410641201;2.04638472;1.36425648
3346;35.667107;11.88903567;3.302509908;1.981505945;1.321003963
3347;31.49606299;11.81102362;3.280839895;1.968503937;0.656167979
3348;30.58510638;11.96808511;4.654255319;3.324468085;1.994680851
3349;26.38352638;10.93951094;4.504504505;3.217503218;1.930501931
3350;24.63382157;10.65246338;3.994673768;2.663115846;1.331557923
3351;22.48289345;17.59530792;9.775171065;8.308895406;5.865102639
3352;19.42231076;14.94023904;8.964143426;6.972111554;5.478087649
3353;14.47105788;11.47704591;7.48502994;5.489021956;4.491017964
3354;14.1271443;5.045408678;3.027245207;2.522704339;2.018163471
3355;11.77625123;5.888125613;3.434739941;2.944062807;1.962708538
3356;10.48951049;5.994005994;3.496503497;2.497502498;1.998001998
3357;13.20939335;9.295499022;5.870841487;4.892367906;3.424657534
3358;12.09677419;8.568548387;6.048387097;4.032258065;3.024193548
3359;11.9760479;8.483033932;4.99001996;3.493013972;2.994011976
3360;15.01305483;11.09660574;7.180156658;5.874673629;4.569190601
3361;12.64980027;9.986684421;6.657789614;5.326231691;4.66045273
3362;11.28818061;8.632138114;5.312084993;3.984063745;3.320053121
3363;40.5;32;18;13;9
3364;37.76435045;30.21148036;16.6163142;12.08459215;8.056394763
3365;38.11881188;29.7029703;16.33663366;11.88118812;7.920792079
3366;61.57965194;48.19277108;25.43507363;18.07228916;10.70950469
3367;60.08010681;46.72897196;24.69959947;17.3564753;10.01335113
3368;59.33333333;46;24.66666667;17.33333333;10
3369;52.0694259;39.3858478;20.02670227;14.01869159;8.010680908
3370;52;38;18.66666667;13.33333333;6.666666667
3371;50.70603338;38.51091142;18.61360719;12.83697047;7.060333761
3372;25.62417871;20.36793693;12.48357424;9.855453351;7.227332457
3373;31.37254902;23.52941176;13.7254902;9.803921569;6.862745098
3374;46.75572519;33.39694656;19.08396947;13.35877863;10.49618321
3591;73.64341085;54.26356589;24.2248062;14.53488372;7.751937984
3592;78.9473684210526;54.6558704453441;28.3400809716599;20.2429149797571;14.17004048583
3593;62.007874015748;45.2755905511811;22.6377952755906;14.7637795275591;9.84251968503937
3599;40.5679513184584;27.3833671399594;17.2413793103448;13.184584178499;10.1419878296146
3600;39.34740883;24.95201536;14.39539347;9.596928983;6.717850288
3601;40.6746031746032;21.8253968253968;14.8809523809524;12.8968253968254;9.92063492063492
3608;9.24124513618677;7.29571984435798;6.32295719844358;4.37743190661479;4.37743190661479
3609;12;10;8;6.5;6
3610;17.92828685;15.93625498;13.94422311;12.4501992;11.45418327
3615;59.61538462;40.38461538;15.38461538;9.615384615;6.730769231
3616;58.11623246;38.0761523;16.03206413;11.02204409;7.014028056
3617;4.473161034;3.976143141;2.982107356;1.988071571;1.491053678
3624;64.35643564;43.56435644;14.85148515;7.920792079;5.940594059
3625;23.59108781;11.79554391;5.897771953;5.242463958;3.931847969
3630;27.66798419;13.83399209;6.916996047;5.928853755;4.940711462
3631;26.06951872;12.70053476;5.347593583;4.010695187;2.673796791
3632;3.015075377;2.512562814;2.010050251;1.005025126;1.507537688
3639;54.05405405;33.78378378;13.51351351;7.722007722;5.791505792
3640;52.78884462;31.87250996;11.95219124;8.964143426;5.976095618
3641;24.66666667;11.33333333;5.333333333;4;2.666666667
3649;18.34862385;9.174311927;4.587155963;3.567787971;1.529051988
3650;30.12048193;18.57429719;11.04417671;8;7
3654;20.01953125;13.18359375;7.8125;5.859375;3.90625
3655;5.489021956;3.992015968;3.493013972;2.994011976;1.996007984
3660;17.19056974;12.77013752;7.367387033;5.893909627;3.929273084
3661;15.12096774;10.58467742;7.056451613;5.544354839;4.032258065
3662;6.986027944;5.988023952;4.99001996;3.992015968;2.994011976
3667;18.05416249;12.03610832;6.519558676;4.513540622;3.009027081
3668;16.56626506;5.522088353;2.510040161;2.008032129;1.004016064
3673;20.66929134;8.858267717;4.921259843;3.937007874;2.952755906
3674;26.97302697;6.993006993;1.998001998;0.999000999;0.4995005
3679;16.08040201;7.537688442;4.020100503;3.015075377;2.010050251
3680;9.063444109;3.021148036;1.007049345;1.007049345;1.007049345
3686;44.82071713;27.39043825;9.462151394;5.976095618;3.984063745
3687;42;33.5;19;15;10
3688;47.90823212;30.36437247;10.1;6.1;4.7
3694;21.65156093;9.063444109;4.531722054;3.021148036;1.510574018
3695;20.72800809;8.088978766;4.044489383;3.033367037;2.022244692
3696;29;8;1.5;1;0.5
3703;14.02805611;10.02004008;6.513026052;4.509018036;3.006012024
3704;12.60080645;8.568548387;5.544354839;4.536290323;3.528225806
3705;3.489531406;2.991026919;1.994017946;1.994017946;1.994017946
3712;14.04212638;11.53460381;6.519558676;5.015045135;4.012036108
3713;1.984126984;1.488095238;1.488095238;1.488095238;0.992063492
3718;16.73228346;12.79527559;7.874015748;5.905511811;4.429133858
3719;16.03206413;12.0240481;7.014028056;5.01002004;3.507014028
3720;3.489531406;2.492522433;2.492522433;1.994017946;1.49551346
3727;11.23046875;8.7890625;5.859375;4.39453125;2.9296875
3728;8.483033932;6.986027944;4.99001996;3.493013972;1.996007984
3733;;;;;
3734;12.5502008;10.04016064;6.024096386;5.020080321;3.514056225
3739;14.19878296;11.15618661;6.085192698;4.056795132;2.535496957
3740;7.477567298;5.982053838;3.988035892;3.489531406;2.492522433
3745;12.80788177;9.852216749;6.403940887;5.418719212;3.448275862
3746;11.78781925;8.84086444;5.893909627;5.402750491;3.929273084
3747;5.020080321;4.016064257;2.008032129;2.008032129;1.506024096
3754;16.40159046;12.92246521;7.952286282;6.461232604;4.473161034
3755;21.93877551;17.85714286;12.75510204;10.2;8.7
3760;49.24623116;41.70854271;27.13567839;22.11055276;16.58291457
3766;17.34693878;11.2244898;6.12244898;5.102040816;3.571428571
3767;12.6646403242148;8.10536980749747;3.54609929078014;2.53292806484296;2.02634245187437
3768;12.79527559;8.858267717;4.921259843;3.937007874;2.460629921
3775;13.03911735;9.027081244;5.516549649;4.012036108;3.009027081
3776;7.522567703;4.012036108;2.006018054;2.006018054;1.504513541
3777;20.04008016;10.52104208;5.01002004;3.507014028;2.004008016
3784;6.88976378;4.921259843;2.952755906;1.968503937;1.476377953
3785;20.04008016;15.03006012;7.014028056;5.01002004;3.507014028
3790;19.82160555;14.37066402;7.92864222;5.946481665;3.468780971
3791;7.804878049;5.853658537;3.902439024;3.902439024;2.926829268
3792;16.12903226;11.59274194;6.048387097;5.544354839;4.032258065
3798;11.01101101;8.008008008;5.005005005;4.004004004;2.502502503
3799;23.02302302;16.01601602;9.50950951;7.507507508;6.006006006
3804;15.04513541;11.0330993;6.018054162;5.015045135;4.012036108
3805;13.65015167;9.100101112;5.055611729;4.044489383;2.527805865
3810;10.08064516;7.056451613;4.032258065;3.528225806;3.024193548
3811;32.24206349;20.33730159;6.448412698;3.968253968;1.984126984
3816;32.73809524;20.83333333;7.44047619;5.456349206;2.48015873
3817;25.81926514;17.87487587;5.958291956;3.972194638;2.482621648
3818;26.75916749;13.87512389;4.955401388;2.973240833;1.982160555
3825;11.02204409;6.012024048;3.507014028;2.50501002;1.503006012
3826;64;48;25;16;8
3831;66.2055336;50.39525692;27.66798419;19.76284585;12.8458498
3832;29.12142152;11.35241856;3.455083909;1.974333662;0.987166831
3837;30.56112224;10.52104208;3.507014028;1.503006012;1.002004008
3838;24.47552448;3.496503497;0.999000999;0.999000999;0.4995005
3839;23.61809045;11.55778894;5.527638191;4.020100503;2.512562814
3846;20.62374245;8.551307847;5.030181087;3.521126761;2.515090543
3847;18.5;7;4.5;4;3
3848;35.11374876;12.36399604;4.945598417;3.461918892;1.978239367
3855;33.26713009;10.92353525;3.972194638;2.482621648;1.986097319
3856;43.76257545;13.58148893;2.515090543;2.012072435;1.006036217
3857;46.22395833;17.578125;7.161458333;6.5;5.2
3864;41.2935323383085;13.4328358208955;2.98507462686567;1.49253731343284;0.995024875621891
3865;51.14200596;16.38530288;1.986097319;1.489572989;0.49652433
3866;40.6626506;32.63052209;18.57429719;14.0562249;9.036144578
3867;;;;;
3873;37.96844181;31.06508876;17.75147929;13.80670611;9.368836292
3874;42;33.5;19;15;10
3875;66;53;28;19;10
3882;62.86836935;52.06286837;29.46954813;19.64636542;11.78781925
3883;54.21686747;45.18072289;24.09638554;18.07228916;11.04417671
3884;64.96062992;52.16535433;31.49606299;23.6;16.7
3891;55.77689243;42.82868526;21.9123506;14.94023904;7.96812749
3892;54.15860735;41.5860735;23.21083172;16.4410058;9.671179884
3893;11.53460381;5.516549649;4.012036108;3.009027081;2.006018054
3900;14.01401401;5.505505506;4.004004004;3.003003003;2.502502503
3901;2.507522568;1.504513541;1.003009027;1.003009027;1.003009027
3902;12.60080645;10.08064516;6.552419355;5.040322581;4.032258065
3909;11.31889764;7.874015748;5.905511811;4.429133858;3.44488189
3910;8.466135458;5.976095618;3.984063745;2.988047809;1.992031873
3911;12.29105211;10.32448378;6.882989184;5.899705015;4.424778761
3918;10.41666667;8.432539683;5.952380952;4.96031746;3.968253968
3919;4.5;3.5;3;3;2
3920;51.7578125;45.8984375;30.2734375;23.4375;15.625
3927;42.8286852589641;35.8565737051793;23.9043824701195;19.9203187250996;14.9402390438247
3928;60;42;22;16;12
3929;66.7330677290837;45.8167330677291;23.9043824701195;16.9322709163347;12.9482071713147
3935;81.3008130081301;54.8780487804878;26.4227642276423;22.3577235772358;18.2926829268293
3936;21.6748768472906;13.3004926108374;6.89655172413793;4.92610837438424;3.44827586206897
3937;22.0883534136546;13.5542168674699;7.0281124497992;5.02008032128514;5.02008032128514
3944;6.98602794411178;4.99001996007984;2.9940119760479;2.49500998003992;2.49500998003992
3945;50.6666666666667;28;9.33333333333333;4.66666666666667;2.66666666666667
3946;50.1930501930502;27.6705276705277;9.65250965250965;5.79150579150579;3.86100386100386
3953;36;14.6666666666667;4;4;2
3954;94.3204868154158;67.9513184584179;28.3975659229209;19.2697768762677;13.184584178499
3955;100.1803246;68.12262072;25.04508115;18.03245843;12.02163895
3962;82.56141764;60.4107934;16.10954491;7;4
3963;;;;;
3964;;;;;
3967;;;;;
3971;7.44047619047619;4.46428571428571;2.97619047619048;2.48015873015873;1.98412698412698
3972;5.95829195630586;3.47567030784508;3.47567030784508;2.48262164846077;1.98609731876862
4007;6.8762278978389;4.91159135559921;3.92927308447937;2.94695481335953;2.45579567779961
4008;7.32421875;5.859375;3.90625;2.9296875;2.44140625
4043;5.994005994;4.495504496;3.996003996;2.497502498;2.997002997
4044;5.970149254;3.980099502;2.985074627;2.487562189;2.487562189
4079;6.972111554;5.478087649;4.980079681;3.486055777;2.988047809
4080;7.89733464955577;6.41658440276407;4.93583415597236;3.94866732477789;3.94866732477789
3590;61.7408906882591;45.5465587044534;25.3036437246964;18.2186234817814;13.1578947368421
3678;16.0804020100502;7.53768844221105;4.02010050251256;3.01507537688442;2.01005025125628
3685;46;29;10;7;3.5
3767;12.6646403242148;8.10536980749747;3.54609929078014;2.53292806484296;2.02634245187437
