IDEN;No.inventory;Density_gPcm3;WB_perc;LOI_perc;Cactiv_mgPkg;C_perc;N_perc;S_perc
3795;19LEP0206;;;;;0.4755;;
3796;19LEP0207;;;;;3.7408;;
3797;19LEP0208;;;;;0.6976;;
3798;19LEP0209;;;;;2.9802;;
3799;19LEP0210;;;;;1.5958;;
3800;19LEP0211;;;;;2.9253;;
3801;19LEP0212;;;;;0.6921;;
3802;19LEP0213;;;;;2.2494;;
3803;19LEP0214;;;;;0.5958;;
3804;19LEP0215;;;;;3.0366;;
3805;19LEP0216;;;;;4.1511;;
3806;19LEP0217;;;;;2.8676;;
3807;19LEP0218;;;;;1.0591;;
3808;19LEP0219;;;;;2.6656;;
3809;19LEP0220;;;;;2.8725;;
3810;19LEP0221;;;;;3.8682;;
3811;19LEP0222;;;;;1.0002;;
3812;19LEP0223;;;;;3.5477;;
3813;19LEP0224;;;;;1.335;;
3814;19LEP0225;;;;;0.3648;;
3815;19LEP0226;;;;;2.7443;;
3816;19LEP0227;;;;;4.7271;;
3817;19LEP0228;;;;;4.7377;;
3818;19LEP0229;;;;;2.103;;
3819;19LEP0230;;;;;4.2946;;
3820;19LEP0231;;;;;4.484;;
3821;19LEP0232;;;;;0.8612;;
3822;19LEP0233;;;;;4.3786;;
3823;19LEP0234;;;;;3.7329;;
3824;19LEP0235;;;;;3.6847;;
3825;19LEP0236;;;;;2.8261;;
3826;19LEP0237;;;;;2.6001;;
3827;19LEP0238;;;;;3.4488;;
3828;19LEP0239;;;;;2.0053;;
3829;19LEP0240;;;;;3.1238;;
3830;19LEP0241;;;;;1.4768;;
3831;19LEP0242;;;;;3.2297;;
3832;19LEP0243;;;;;0.4908;;
3833;19LEP0244;;;;;3.0904;;
3834;19LEP0245;;;;;0.7561;;
3835;19LEP0246;;;;;3.5812;;
3836;19LEP0247;;;;;0.5007;;
3837;19LEP0248;;;;;3.0305;;
3838;19LEP0249;;;;;2.6713;;
3839;19LEP0250;;;;;0.6282;;
3840;19LEP0251;;;;;2.862;;
3841;19LEP0252;;;;;2.4784;;
3842;19LEP0253;;;;;0.4552;;
3843;19LEP0254;;;;;2.9055;;
3844;19LEP0255;;;;;2.3259;;
3845;19LEP0256;;;;;1.7936;;
3846;19LEP0257;;;;;2.3461;;
3847;19LEP0258;;;;;2.0593;;
3848;19LEP0259;;;;;0.7125;;
3849;19LEP0260;;;;;2.4001;;
3850;19LEP0261;;;;;2.2934;;
3851;19LEP0262;;;;;1.5207;;
3852;19LEP0263;;;;;2.4655;;
3853;19LEP0264;;;;;2.3626;;
3854;19LEP0265;;;;;0.8959;;
3855;19LEP0266;;;;;2.209;;
3856;19LEP0267;;;;;0.8864;;
3857;19LEP0268;;;;;1.9099;;
3858;19LEP0269;;;;;2.3454;;
3859;19LEP0270;;;;;2.4916;;
3860;19LEP0271;;;;;0.9511;;
3861;19LEP0272;;;;;2.474;;
3862;19LEP0273;;;;;2.4306;;
3863;19LEP0274;;;;;0.7141;;
3864;19LEP0275;;;;;2.4961;;
3865;19LEP0276;;;;;2.3715;;
3866;19LEP0277;;;;;0.8233;;
3867;19LEP0278;;;;;2.7916;;
3868;19LEP0279;;;;;2.8952;;
3869;19LEP0280;;;;;1.9208;;
3870;19LEP0281;;;;;2.2506;;
3871;19LEP0282;;;;;2.3522;;
3872;19LEP0283;;;;;1.3046;;
3873;19LEP0284;;;;;4.9668;;
3874;19LEP0285;;;;;5.1272;;
3875;19LEP0286;;;;;4.1873;;
3876;19LEP0287;;;;;5.0744;;
3877;19LEP0288;;;;;4.9252;;
3878;19LEP0289;;;;;4.6652;;
3879;19LEP0290;;;;;5.4059;;
3880;19LEP0291;;;;;3.7303;;
3881;19LEP0292;;;;;1.4023;;
3882;19LEP0293;;;;;3.9872;;
3883;19LEP0294;;;;;3.9832;;
3884;19LEP0295;;;;;0.7495;;
3885;19LEP0296;;;;;5.4091;;
3886;19LEP0297;;;;;4.5092;;
3887;19LEP0298;;;;;3.7279;;
3888;19LEP0299;;;;;4.4658;;
3889;19LEP0300;;;;;3.6756;;
3890;19LEP0301;;;;;1.1213;;
3891;19LEP0302;;;;;4.9801;;
3892;19LEP0303;;;;;5.6341;;
3893;19LEP0304;;;;;1.8529;;
3894;19LEP0305;;;;;3.7268;;
3895;19LEP0306;;;;;6.2749;;
3896;19LEP0307;;;;;1.3972;;
3897;19LEP0308;;;;;4.0277;;
3898;19LEP0309;;;;;3.2851;;
3899;19LEP0310;;;;;0.4667;;
3900;19LEP0311;;;;;1.566;;
3901;19LEP0312;;;;;0.6442;;
3902;19LEP0313;;;;;0.0896;;
3903;19LEP0314;;;;;0.8725;;
3904;19LEP0315;;;;;0.8951;;
3905;19LEP0316;;;;;0.124;;
3906;19LEP0317;;;;;0.6964;;
3907;19LEP0318;;;;;0.8461;;
3908;19LEP0319;;;;;0.3647;;
3909;19LEP0320;;;;;1.0794;;
3910;19LEP0321;;;;;2.0988;;
3911;19LEP0322;;;;;1.2045;;
3912;19LEP0323;;;;;1.6071;;
3913;19LEP0324;;;;;0.993;;
3914;19LEP0325;;;;;0.4632;;
3915;19LEP0326;;;;;1.7355;;
3916;19LEP0327;;;;;1.4884;;
3917;19LEP0328;;;;;0.5186;;
3918;19LEP0329;;;;;1.4532;;
3919;19LEP0330;;;;;1.3265;;
3920;19LEP0331;;;;;0.6912;;
3921;19LEP0332;;;;;1.5304;;
3922;19LEP0333;;;;;0.875;;
3923;19LEP0334;;;;;0.407;;
3924;19LEP0335;;;;;0.6021;;
3925;19LEP0336;;;;;1.3699;;
3926;19LEP0337;;;;;3.9508;;
3927;19LEP0338;;;;;1.6404;;
3928;19LEP0339;;;;;2.0479;;
3929;19LEP0340;;;;;;;
3930;19LEP0341;;;;;1.7223;;
3931;19LEP0342;;;;;1.2712;;
3932;19LEP0343;;;;;;;
3933;19LEP0344;;;;;2.5745;;
3934;19LEP0345;;;;;1.6398;;
3935;19LEP0346;;;;;1.4659;;
3936;19LEP0347;;;;;1.8377;;
3937;19LEP0348;;;;;0.5367;;
3938;19LEP0349;;;;;1.576;;
3939;19LEP0350;;;;;1.6622;;
3940;19LEP0351;;;;;0.3188;;
3941;19LEP0352;;;;;4.0944;;
3942;19LEP0353;;;;;3.1511;;
3943;19LEP0354;;;;;0.324;;
3944;19LEP0355;;;;;3.2538;;
3945;19LEP0356;;;;;2.5502;;
3946;19LEP0357;;;;;1.198;;
3947;19LEP0358;;;;;2.9258;;
3948;19LEP0359;;;;;3.0444;;
3949;19LEP0360;;;;;1.4076;;
3950;19LEP0361;;;;;3.5355;;
3951;19LEP0362;;;;;3.7378;;
3952;19LEP0363;;;;;2.0425;;
3953;19LEP0364;;;;;2.1875;;
3954;19LEP0365;;;;;2.0139;;
3955;19LEP0366;;;;;0.2567;;
3956;19LEP0367;;;;;4.6385;;
3957;19LEP0368;;;;;1.5148;;
3958;19LEP0369;;;;;0.7507;;
3959;19LEP0370;;;;;2.0084;;
3960;19LEP0371;;;;;2.4067;;
3961;19LEP0372;;;;;0.3438;;
3962;19LEP0373;;;;;4.0651;;
3963;19LEP0374;;;;;2.5388;;
3964;19LEP0375;;;;;0.8194;;
3965;19LEP0376;;;;;2.5514;;
3966;19LEP0377;;;;;2.4133;;
3967;19LEP0378;;;;;0.685;;
3968;19LEP0379;;;;;4.1576;;
3969;19LEP0380;;;;;2.3865;;
3970;19LEP0381;;;;;0.7436;;
3971;20LEP0001;;;;;0.96941;;
3972;20LEP0002;;;;;1.162;;
3973;20LEP0003;;;;;1.1375;;
3974;20LEP0004;;;;;1.4093;;
3975;20LEP0005;;;;;1.0452;;
3976;20LEP0006;;;;;1.1342;;
3977;20LEP0007;;;;;1.1617;;
3978;20LEP0008;;;;;0.94738;;
3979;20LEP0009;;;;;1.0297;;
3980;20LEP0010;;;;;1.2622;;
3981;20LEP0011;;;;;0.89709;;
3982;20LEP0012;;;;;0.86725;;
3983;20LEP0013;;;;;0.93078;;
3984;20LEP0014;;;;;0.95378;;
3985;20LEP0015;;;;;0.85777;;
3986;20LEP0016;;;;;0.97937;;
3987;20LEP0017;;;;;0.99946;;
3988;20LEP0018;;;;;0.89626;;
3989;20LEP0019;;;;;1.4508;;
3990;20LEP0020;;;;;0.75516;;
3991;20LEP0021;;;;;0.95583;;
3992;20LEP0022;;;;;0.84107;;
3993;20LEP0023;;;;;0.94763;;
3994;20LEP0024;;;;;0.98034;;
3995;20LEP0025;;;;;1.0615;;
3996;20LEP0026;;;;;1.5519;;
3997;20LEP0027;;;;;0.9007;;
3998;20LEP0028;;;;;1.3627;;
3999;20LEP0029;;;;;1.1032;;
4000;20LEP0030;;;;;1.0765;;
4001;20LEP0031;;;;;1.1603;;
4002;20LEP0032;;;;;0.86135;;
4003;20LEP0033;;;;;1.228;;
4004;20LEP0034;;;;;1.0057;;
4005;20LEP0035;;;;;0.89791;;
4006;20LEP0036;;;;;1.1209;;
4007;20LEP0037;;;;;0.39922;;
4008;20LEP0038;;;;;0.40038;;
4009;20LEP0039;;;;;0.42738;;
4010;20LEP0040;;;;;0.29853;;
4011;20LEP0041;;;;;0.33897;;
4012;20LEP0042;;;;;0.49345;;
4013;20LEP0043;;;;;0.57788;;
4014;20LEP0044;;;;;0.39028;;
4015;20LEP0045;;;;;0.43529;;
4016;20LEP0046;;;;;0.37771;;
4017;20LEP0047;;;;;0.39117;;
4018;20LEP0048;;;;;0.35916;;
4019;20LEP0049;;;;;0.30997;;
4020;20LEP0050;;;;;0.37292;;
4021;20LEP0051;;;;;0.37342;;
4022;20LEP0052;;;;;0.41577;;
4023;20LEP0053;;;;;0.49412;;
4024;20LEP0054;;;;;0.2964;;
4025;20LEP0055;;;;;0.34578;;
4026;20LEP0056;;;;;0.39242;;
4027;20LEP0057;;;;;0.47908;;
4028;20LEP0058;;;;;0.42457;;
4029;20LEP0059;;;;;0.39262;;
4030;20LEP0060;;;;;0.34095;;
4031;20LEP0061;;;;;0.36798;;
4032;20LEP0062;;;;;0.37032;;
4033;20LEP0063;;;;;0.48041;;
4034;20LEP0064;;;;;0.43906;;
4035;20LEP0065;;;;;0.47394;;
4036;20LEP0066;;;;;0.45904;;
4037;20LEP0067;;;;;0.40109;;
4038;20LEP0068;;;;;0.28423;;
4039;20LEP0069;;;;;0.26867;;
4040;20LEP0070;;;;;0.4078;;
4041;20LEP0071;;;;;0.37245;;
4042;20LEP0072;;;;;0.33767;;
4043;20LEP0073;;;;;1.0253;;
4044;20LEP0074;;;;;0.69925;;
4045;20LEP0075;;;;;1.2752;;
4046;20LEP0076;;;;;1.1416;;
4047;20LEP0077;;;;;1.338;;
4048;20LEP0078;;;;;1.3668;;
4049;20LEP0079;;;;;1.3729;;
4050;20LEP0080;;;;;1.0166;;
4051;20LEP0081;;;;;0.9249;;
4052;20LEP0082;;;;;0.9613;;
4053;20LEP0083;;;;;0.75228;;
4054;20LEP0084;;;;;0.88894;;
4055;20LEP0085;;;;;1.1313;;
4056;20LEP0086;;;;;1.0075;;
4057;20LEP0087;;;;;1.1684;;
4058;20LEP0088;;;;;1.3057;;
4059;20LEP0089;;;;;1.0305;;
4060;20LEP0090;;;;;0.84834;;
4061;20LEP0091;;;;;0.97395;;
4062;20LEP0092;;;;;1.0907;;
4063;20LEP0093;;;;;0.96169;;
4064;20LEP0094;;;;;1.0463;;
4065;20LEP0095;;;;;0.67831;;
4066;20LEP0096;;;;;1.2893;;
4067;20LEP0097;;;;;1.2417;;
4068;20LEP0098;;;;;1.1108;;
4069;20LEP0099;;;;;0.97027;;
4070;20LEP0100;;;;;1.0117;;
4071;20LEP0101;;;;;0.93286;;
4072;20LEP0102;;;;;1.0606;;
4073;20LEP0103;;;;;1.4573;;
4074;20LEP0104;;;;;0.8864;;
4075;20LEP0105;;;;;1.1359;;
4076;20LEP0106;;;;;1.0561;;
4077;20LEP0107;;;;;0.91868;;
4078;20LEP0108;;;;;1.1351;;
4079;20LEP0109;;;;;0.66409;;
4080;20LEP0110;;;;;0.74001;;
4081;20LEP0111;;;;;1.0075;;
4082;20LEP0112;;;;;2.4119;;
4083;20LEP0113;;;;;0.9388;;
4084;20LEP0114;;;;;1.516;;
4085;20LEP0115;;;;;0.86799;;
4086;20LEP0116;;;;;1.1294;;
4087;20LEP0117;;;;;1.2969;;
4088;20LEP0118;;;;;0.98468;;
4089;20LEP0119;;;;;1.7806;;
4090;20LEP0120;;;;;0.8615;;
4091;20LEP0121;;;;;0.85819;;
4092;20LEP0122;;;;;1.2812;;
4093;20LEP0123;;;;;1.0793;;
4094;20LEP0124;;;;;0.888;;
4095;20LEP0125;;;;;1.3524;;
4096;20LEP0126;;;;;1.6036;;
4097;20LEP0127;;;;;1.4257;;
4098;20LEP0128;;;;;1.0357;;
4099;20LEP0129;;;;;1.0157;;
4100;20LEP0130;;;;;1.3744;;
4101;20LEP0131;;;;;0.94911;;
4102;20LEP0132;;;;;1.4207;;
4103;20LEP0133;;;;;1.5002;;
4104;20LEP0134;;;;;1.1568;;
4105;20LEP0135;;;;;2.7401;;
4106;20LEP0136;;;;;1.4009;;
4107;20LEP0137;;;;;0.8274;;
4108;20LEP0138;;;;;1.0481;;
4109;20LEP0139;;;;;1.1719;;
4110;20LEP0140;;;;;1.1677;;
4111;20LEP0141;;;;;1.0106;;
4112;20LEP0142;;;;;1.0096;;
4113;20LEP0143;;;;;1.0453;;
4114;20LEP0144;;;;;1.2495;;
138.1;06LEP00104;;;;;1.475;;
1608.001;1;1.3;;;;2.486;;
1608.002;1;1.3;;;;1.582;;
1608.003;1;1.3;;;;2.607;;
1608.004;1;1.3;;;;1.741;;
1608.005;1;1.3;;;;2.258;;
1608.006;1;1.3;;;;1.05;;
1608.007;1;1.3;;;;2.47;;
1608.008;1;1.3;;;;1.25;;
1608.009;1;1.3;;;;2.357;;
1608.01;1;1.3;;;;0.8088;;
1608.011;1;1.3;;;;2.382;;
1608.012;1;1.3;;;;0.668;;
1608.013;1;1.3;;;;2.259;;
1608.014;1;1.3;;;;0.58;;
1608.015;1;1.3;;;;2.245;;
1608.016;1;1.3;;;;0.7597;;
1608.017;1;1.3;;;;2.339;;
1608.018;1;1.3;;;;0.692;;
1608.019;1;1.3;;;;2.632;;
1608.02;1;1.3;;;;0.9791;;
1608.021;1;1.3;;;;2.138;;
1608.022;1;1.3;;;;0.6731;;
1608.023;1;1.3;;;;2.024;;
1608.024;1;1.3;;;;0.7675;;
1609.01;1;1.28;;;;2.627;;
1609.02;1;1.28;;;;1.717;;
1609.03;1;1.28;;;;2.362;;
1609.04;1;1.28;;;;0.7302;;
1609.05;1;1.28;;;;2.284;;
1609.06;1;1.28;;;;1.009;;
1609.07;1;1.28;;;;2.663;;
1609.08;1;1.28;;;;1.412;;
1609.09;1;1.28;;;;2.425;;
1609.1;1;1.28;;;;0.4931;;
1609.11;1;1.28;;;;2.519;;
1609.12;1;1.28;;;;0.9328;;
1609.13;1;1.28;;;;2.348;;
1609.14;1;1.28;;;;2.315;;
1609.15;1;1.28;;;;2.445;;
1609.16;1;1.28;;;;1.487;;
1609.17;1;1.28;;;;2.334;;
1609.18;1;1.28;;;;1.028;;
1609.19;1;1.28;;;;2.244;;
1609.2;1;1.28;;;;2.045;;
1609.21;1;1.28;;;;2.351;;
1609.22;1;1.28;;;;1.067;;
1609.23;1;1.28;;;;2.691;;
1609.24;1;1.28;;;;0.8012;;
1610.01;2;1.14;;;;1.376;;
1610.02;2;1.14;;;;0.4915;;
1610.03;2;1.14;;;;1.369;;
1610.04;2;1.14;;;;0.4204;;
1610.05;2;1.14;;;;1.43;;
1610.06;2;1.14;;;;0.4248;;
1610.07;2;1.14;;;;1.474;;
1610.08;2;1.14;;;;0.4559;;
1610.09;2;1.14;;;;1.576;;
1610.1;2;1.14;;;;0.5145;;
1610.11;2;1.14;;;;1.565;;
1610.12;2;1.14;;;;0.7272;;
1610.13;2;1.14;;;;1.433;;
1610.14;2;1.14;;;;0.5526;;
1610.15;2;1.14;;;;1.431;;
1610.16;2;1.14;;;;0.4518;;
1610.17;2;1.14;;;;1.667;;
1610.18;2;1.14;;;;0.5287;;
1610.19;2;1.14;;;;1.435;;
1610.2;2;1.14;;;;0.5055;;
1610.21;2;1.14;;;;1.529;;
1610.22;2;1.14;;;;0.476;;
1610.23;2;1.14;;;;1.628;;
1610.24;2;1.14;;;;0.4695;;
1611.01;2;1.14;;;;1.391;;
1611.02;2;1.14;;;;0.4428;;
1611.03;2;1.14;;;;1.375;;
1611.04;2;1.14;;;;0.4898;;
1611.05;2;1.14;;;;1.516;;
1611.06;2;1.14;;;;0.5085;;
1611.07;2;1.14;;;;1.401;;
1611.08;2;1.14;;;;0.4373;;
1611.09;2;1.14;;;;1.324;;
1611.1;2;1.14;;;;0.5551;;
1611.11;2;1.14;;;;1.536;;
1611.12;2;1.14;;;;0.4657;;
1611.13;2;1.14;;;;1.472;;
1611.14;2;1.14;;;;0.4784;;
1611.15;2;1.14;;;;1.339;;
1611.16;2;1.14;;;;0.4717;;
1611.17;2;1.14;;;;1.415;;
1611.18;2;1.14;;;;0.689;;
1611.19;2;1.14;;;;1.393;;
1611.2;2;1.14;;;;0.7249;;
1611.21;2;1.14;;;;1.422;;
1611.22;2;1.14;;;;0.4181;;
1611.23;2;1.14;;;;1.404;;
1611.24;2;1.14;;;;0.4543;;
1612.01;3;0.97;;;;2.59;;
1612.02;3;0.97;;;;0.9137;;
1612.03;3;0.97;;;;3.422;;
1612.04;3;0.97;;;;0.918;;
1612.05;3;0.97;;;;3.147;;
1612.06;3;0.97;;;;2.792;;
1612.07;3;0.97;;;;2.757;;
1612.08;3;0.97;;;;0.7151;;
1612.09;3;0.97;;;;2.883;;
1612.1;3;0.97;;;;1.362;;
1612.11;3;0.97;;;;3.345;;
1612.12;3;0.97;;;;1.579;;
1612.13;3;0.97;;;;3.066;;
1612.14;3;0.97;;;;0.8866;;
1612.15;3;0.97;;;;2.909;;
1612.16;3;0.97;;;;1.006;;
1612.17;3;0.97;;;;3.135;;
1612.18;3;0.97;;;;1.351;;
1612.19;3;0.97;;;;2.714;;
1612.2;3;0.97;;;;0.8354;;
1612.21;3;0.97;;;;2.817;;
1612.22;3;0.97;;;;1.275;;
1612.23;3;0.97;;;;3.254;;
1612.24;3;0.97;;;;1.364;;
1613.01;3;0.98;;;;3.345;;
1613.02;3;0.98;;;;1.097;;
1613.03;3;0.98;;;;3.324;;
1613.04;3;0.98;;;;2.711;;
1613.05;3;0.98;;;;2.954;;
1613.06;3;0.98;;;;2.41;;
1613.07;3;0.98;;;;3.272;;
1613.08;3;0.98;;;;1.473;;
1613.09;3;0.98;;;;3.28;;
1613.1;3;0.98;;;;2.983;;
1613.11;3;0.98;;;;3.36;;
1613.12;3;0.98;;;;1.464;;
1613.13;3;0.98;;;;2.97;;
1613.14;3;0.98;;;;0.508;;
1613.15;3;0.98;;;;3.103;;
1613.16;3;0.98;;;;2.568;;
1613.17;3;0.98;;;;3.088;;
1613.18;3;0.98;;;;0.5063;;
1613.19;3;0.98;;;;3.274;;
1613.2;3;0.98;;;;0.4165;;
1613.21;3;0.98;;;;3.144;;
1613.22;3;0.98;;;;2.228;;
1613.23;3;0.98;;;;3.058;;
1613.24;3;0.98;;;;0.5107;;
1757.1;18LEP00001;;;;;1.134;;
1757.2;18LEP00001;;;;;1.088;;
1944.1;;;;;;0.3754;;
1972.1;4NT00043;;;;;;;
200.1;01LEP00534;1.32;2.34;;;2.15;;
200.2;01LEP00536;;;;;;;
370.01;01LEP00001;0.8;;;;1.852;;
370.02;01LEP00004;1.15;;;;7.712;;
370.03;01LEP00007;1.16;;;;2.991;;
370.04;01LEP00010;0.99;;;;3.058;;
370.05;01LEP00013;0.93;;;;3.543;;
370.06;01LEP00016;0.91;;;;4.82;;
370.07;01LEP00019;0.92;;;;4.017;;
370.08;01LEP00022;1.18;;;;5.205;;
370.09;01LEP00025;1.09;;;;2.429;;
370.1;01LEP00028;1.15;;;;2.885;;
370.11;01LEP00031;1.01;;;;2.715;;
370.12;01LEP00034;0.83;;;;4.509;;
370.13;01LEP00037;0.83;;;;1.319;;
370.14;01LEP00040;1.06;;;;5.393;;
370.15;01LEP00043;0.74;;;;2.164;;
370.16;01LEP00049;0.93;;;;7.827;;
370.17;01LEP00052;0.88;;;;4.943;;
370.18;01LEP00058;;;;;8.404;;
370.19;01LEP00061;;;;;2.87;;
370.2;01LEP00067;;;;;2.746;;
370.21;01LEP00070;;;;;2.745;;
370.22;01LEP00073;;;;;5.67;;
370.23;01LEP00076;;;;;3.996;;
370.24;01LEP00079;;;;;4.061;;
370.25;01LEP00082;;;;;6.136;;
370.26;01LEP00085;;;;;6.495;;
370.27;01LEP00088;;;;;8.639;;
370.28;01LEP00091;;;;;6.732;;
370.29;01LEP00094;1.12;;;;3.233;;
370.3;01LEP00097;0.87;;;;5.685;;
370.31;01LEP00100;;;;;3.33;;
370.32;01LEP00103;;;;;5.988;;
370.33;01LEP00106;;;;;3.44;;
370.34;01LEP00109;;;;;2.872;;
370.35;01LEP00112;;;;;15.67;;
370.36;01LEP00115;;;;;3.918;;
370.37;01LEP00118;;;;;3.596;;
370.38;01LEP00121;;;;;4.19;;
370.39;01LEP00124;1.24;;;;3.06;;
370.4;01LEP00130;1.08;;;;3.605;;
370.41;01LEP00133;;;;;4.165;;
370.42;01LEP00136;1.12;;;;2.324;;
370.43;01LEP00142;1.2;;;;2.676;;
370.44;01LEP00145;;;;;21.36;;
370.45;01LEP00148;0.5;;;;12.35;;
370.46;01LEP00151;0.74;;;;7.075;;
370.47;01LEP00154;0.87;;;;10.91;;
370.48;01LEP00157;0.65;;;;8.182;;
370.49;01LEP00160;0.84;;;;12;;
370.5;01LEP00163;0.69;;;;5.71;;
370.51;01LEP00166;;;;;6.062;;
370.52;01LEP00169;;;;;5.119;;
370.53;01LEP00172;;;;;20.64;;
370.54;01LEP00175;;;;;5.246;;
370.55;01LEP00178;;;;;5.086;;
370.56;01LEP00181;;;;;;;
370.57;01LEP00184;;;;;;;
370.58;01LEP00187;;;;;0.992;;
370.59;01LEP00190;;;;;0.4847;;
370.6;01LEP00193;;;;;0.4847;;
370.61;01LEP00196;;;;;0.8269;;
430.01;01LEP00185;;;;;;;
430.02;01LEP00188;;;;;;;
430.03;01LEP00191;;;;;;;
430.04;01LEP00194;;;;;;;
430.05;01LEP00197;;;;;;;
430.06;01LEP00200;;;;;0.794;;
484.01;01LEP00171;;;;;1.308;0.07965;0.0103
484.02;01LEP00174;;;;;1.7281;0.09558;0.0134
484.03;01LEP00177;;;;;2.1739;0.13021;0.0179
484.04;01LEP00180;;;;;1.5202;0.07264;0.0136
484.05;01LEP00183;;;;;1.5847;0.08905;0.0127
484.06;01LEP00186;;;;;3.3152;0.28885;0.0256
484.07;01LEP00189;;;;;0.42561;0.0508;0.00501
484.08;01LEP00192;;;;;0.29153;0.04125;0.00293
484.09;;;;;;0.13111;0.03227;0.00237
484.11;01LEP00201;;;;;0.14409;0.04518;0.00346
518.1;;;;;;1.854;;
535.01;09LEP00406;;;;;;;
535.02;09LEP00408;;;;;;;
535.03;09LEP00410;;;;;;;
644.1;;;;;;;;
65.01;05OLEP00007;;5.98;;;1.927;;
65.02;05OLEP00008;;5.75;;;2.021;;
65.03;05OLEP00009;;5.02;;;2.052;;
65.04;05OLEP00010;;5.58;;;2;;
66.01;05OLEP00011;;5.43;;;1.919;;
66.02;05OLEP00012;;6.2;;;1.924;;
66.03;05OLEP00013;;6.48;;;2.062;;
66.04;05OLEP00014;;6.03;;;1.9683;;
66.05;05OLEP00015;;5.64;;;1.774;;
66.06;05OLEP00016;;5.12;;;1.943;;
66.07;05OLEP00017;;6.15;;;1.85;;
66.08;05OLEP00018;;5.64;;;1.8557;;
67.01;05OLEP00019;;6.2;;;2.648;;
67.02;05OLEP00020;;6.42;;;2.558;;
67.03;05OLEP00021;;6.31;;;2.603;;
68.01;05OLEP00026;;2.23;;;1.859;;
68.02;05OLEP00027;;4.04;;;1.52;;
68.03;05OLEP00028;;3.55;;;1.278;;
68.04;05OLEP00029;;3.27;;;1.5523;;
68.1;05OLEP00022;1;16.76;;;10.81;;
68.2;05OLEP00023;;15.42;;;11.22;;
68.3;05OLEP00024;;15.31;;;9.663;;
68.4;05OLEP00025;;15.83;;;10.5643;;
82.3;;;;;;2.884;;
