IDEN,Prediction,C_perc,C_IR,SEP,SD,RPD,RER
663,Set7_All features,1.623,1.65654196358185,0.112392964227638,1.32984182708703,11.8320736197828,110.668048355836
702,Set7_All features,2.201,2.68636913944294,0.112392964227638,1.32984182708703,11.8320736197828,110.668048355836
711,Set7_All features,2.662,2.56388992912201,0.112392964227638,1.32984182708703,11.8320736197828,110.668048355836
719,Set7_All features,2.327,2.28428495561034,0.112392964227638,1.32984182708703,11.8320736197828,110.668048355836
721,Set7_All features,2.166,1.87045758235087,0.112392964227638,1.32984182708703,11.8320736197828,110.668048355836
746,Set7_All features,2.895,2.62658410314601,0.112392964227638,1.32984182708703,11.8320736197828,110.668048355836
747,Set7_All features,2.355,2.55328372392786,0.112392964227638,1.32984182708703,11.8320736197828,110.668048355836
761,Set7_All features,2.02,1.95562054865487,0.112392964227638,1.32984182708703,11.8320736197828,110.668048355836
763,Set7_All features,1.275,1.20356019540919,0.112392964227638,1.32984182708703,11.8320736197828,110.668048355836
782,Set7_All features,1.763,1.72866181142629,0.112392964227638,1.32984182708703,11.8320736197828,110.668048355836
790,Set7_All features,2.117,2.11220632331296,0.112392964227638,1.32984182708703,11.8320736197828,110.668048355836
796,Set7_All features,2.458,2.33782466115733,0.112392964227638,1.32984182708703,11.8320736197828,110.668048355836
804,Set7_All features,2.8977,3.64528100731469,0.112392964227638,1.32984182708703,11.8320736197828,110.668048355836
845,Set7_All features,3.378,3.32561014365737,0.112392964227638,1.32984182708703,11.8320736197828,110.668048355836
851,Set7_All features,3.161,3.22471454599398,0.112392964227638,1.32984182708703,11.8320736197828,110.668048355836
864,Set7_All features,2.634,2.53589094909041,0.112392964227638,1.32984182708703,11.8320736197828,110.668048355836
932,Set7_All features,2.579,2.75634546203993,0.112392964227638,1.32984182708703,11.8320736197828,110.668048355836
934,Set7_All features,2.479,2.33458947242537,0.112392964227638,1.32984182708703,11.8320736197828,110.668048355836
1137,Set7_All features,2.592,3.01633554767106,0.112392964227638,1.32984182708703,11.8320736197828,110.668048355836
529,Set7_No feature,3.142,3.49664703725027,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
824,Set7_No feature,2.969,3.22228246421697,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
845,Set7_No feature,3.378,3.35942747997335,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
24,Set7_No feature,6.154,3.67249071260447,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
28,Set7_No feature,10.217,2.71606518654764,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
52,Set7_No feature,2.707,3.64210528852237,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
53,Set7_No feature,3.57,3.63921489514382,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
59,Set7_No feature,1.755,1.85055340261903,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
60,Set7_No feature,3.388,3.1166671015071,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
62,Set7_No feature,2.339,3.15651930437281,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
104,Set7_No feature,3.3443,2.96321629082961,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
491,Set7_No feature,2.8977,3.04348147100635,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
492,Set7_No feature,2.34,2.3838701415638,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
591,Set7_No feature,2.8413,2.8702667594679,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
592,Set7_No feature,2.421,2.46167534960285,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
593,Set7_No feature,2.307,3.86589666627612,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
597,Set7_No feature,2.561,1.66607580487607,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
605,Set7_No feature,2.33,2.29065625230311,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
607,Set7_No feature,2.377,2.287625603649,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
618,Set7_No feature,2.769,2.70011964048262,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
627,Set7_No feature,2.136,2.49968239335036,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
633,Set7_No feature,2.033,2.64886433855492,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
638,Set7_No feature,2.24,2.25829107823504,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
641,Set7_No feature,1.667,1.82334212935583,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
642,Set7_No feature,2.635,2.64426095999713,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
644,Set7_No feature,2.54,2.45161205893711,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
645,Set7_No feature,1.365,1.60605569960463,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
651,Set7_No feature,2.218,2.27587416603252,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
663,Set7_No feature,1.623,1.81443454077149,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
702,Set7_No feature,2.201,1.917689517026,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
711,Set7_No feature,2.662,2.60052420953543,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
