IDEN,Prediction,SAND,SAND_IR,SEP,SD,RPD,RER
68.1,Set2_ilr,63.8299041272629,61.6825514219912,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
387,Set2_ilr,14.8712723990894,23.2131836345523,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
615,Set2_ilr,2.21609962638618,2.92762857357407,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
626,Set2_ilr,0.999999999999998,2.02341398524437,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
676,Set2_ilr,15.7763398907998,16.2414401425835,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
682,Set2_ilr,5.46004298428782,6.00747217086767,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
687,Set2_ilr,10.8419029056622,9.441862361567,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
2233,Set2_ilr,77.4738670482788,67.8185096078543,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
2257,Set2_ilr,29.6555484685607,32.6641745418559,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
2265,Set2_ilr,59.5694486876802,63.1157032559744,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
2284,Set2_ilr,81.1410063919725,77.1129463304592,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
2350,Set2_ilr,75.9218257891025,55.4291269137925,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
29,Set2_ilr,37.3389783148261,37.6338591867299,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
32,Set2_ilr,77.1810714897974,55.2064433766755,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
50,Set2_ilr,20.6251732279859,17.6173517525861,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
53,Set2_ilr,81.6503129525597,73.07755147399,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
99,Set2_ilr,79.9187049851686,74.124687419009,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
102,Set2_ilr,81.9987143414468,81.4330879927597,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
126,Set2_ilr,38.9900061925504,40.7649442750952,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
129,Set2_ilr,52.9819366749557,54.9998178833419,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
252,Set2_ilr,67.5638354896716,60.9850029913083,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
255,Set2_ilr,24.816832050937,33.2043804578139,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
258,Set2_ilr,77.8002576319247,80.247469986189,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
270,Set2_ilr,87.4188007721557,83.4388939060694,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
273,Set2_ilr,80.0150083299417,82.3743528722439,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
288,Set2_ilr,47.1535626069814,51.4751144651361,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
297,Set2_ilr,89.6782789689972,89.2144925532456,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
312,Set2_ilr,89.7034786085648,82.0831966533701,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
317,Set2_ilr,94.2720494498651,79.6838779406106,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
332,Set2_ilr,92.2941313987753,90.7783895239129,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
335,Set2_ilr,85.727239378668,85.0208659341663,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
338,Set2_ilr,38.1825019773014,44.1090566459121,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
341,Set2_ilr,42.4495645919554,40.1108275172885,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
352,Set2_ilr,80.6972367697084,81.4340541774382,1.49004905034272,28.2545326760758,18.9621493799664,65.3090023809827
